.,Retail,Atta (Wheat),Agar Malwa,2021,c=[%221%22]&s=351&t=1&y=2021
.,Retail,Atta (Wheat),Agar Malwa,2022,c=[%221%22]&s=351&t=1&y=2022
.,Retail,Atta (Wheat),Agar Malwa,2023,c=[%221%22]&s=351&t=1&y=2023
.,Retail,Atta (Wheat),Agar Malwa,2024,c=[%221%22]&s=351&t=1&y=2024
.,Retail,Atta (Wheat),Agartala,2009,c=[%221%22]&s=2&t=1&y=2009
.,Retail,Atta (Wheat),Agartala,2010,c=[%221%22]&s=2&t=1&y=2010
.,Retail,Atta (Wheat),Agartala,2011,c=[%221%22]&s=2&t=1&y=2011
.,Retail,Atta (Wheat),Agartala,2012,c=[%221%22]&s=2&t=1&y=2012
.,Retail,Atta (Wheat),Agartala,2013,c=[%221%22]&s=2&t=1&y=2013
.,Retail,Atta (Wheat),Agartala,2014,c=[%221%22]&s=2&t=1&y=2014
.,Retail,Atta (Wheat),Agartala,2015,c=[%221%22]&s=2&t=1&y=2015
.,Retail,Atta (Wheat),Agartala,2016,c=[%221%22]&s=2&t=1&y=2016
.,Retail,Atta (Wheat),Agartala,2017,c=[%221%22]&s=2&t=1&y=2017
.,Retail,Atta (Wheat),Agartala,2018,c=[%221%22]&s=2&t=1&y=2018
.,Retail,Atta (Wheat),Agartala,2019,c=[%221%22]&s=2&t=1&y=2019
.,Retail,Atta (Wheat),Agartala,2020,c=[%221%22]&s=2&t=1&y=2020
.,Retail,Atta (Wheat),Agra,2009,c=[%221%22]&s=3&t=1&y=2009
.,Retail,Atta (Wheat),Agra,2009,c=[%221%22]&s=3&t=1&y=2009
.,Retail,Atta (Wheat),Agra,2009,c=[%221%22]&s=3&t=1&y=2009
.,Retail,Atta (Wheat),Agra,2010,c=[%221%22]&s=3&t=1&y=2010
.,Retail,Atta (Wheat),Agra,2011,c=[%221%22]&s=3&t=1&y=2011
.,Retail,Atta (Wheat),Agra,2012,c=[%221%22]&s=3&t=1&y=2012
.,Retail,Atta (Wheat),Agra,2013,c=[%221%22]&s=3&t=1&y=2013
.,Retail,Atta (Wheat),Agra,2014,c=[%221%22]&s=3&t=1&y=2014
.,Retail,Atta (Wheat),Agra,2015,c=[%221%22]&s=3&t=1&y=2015
.,Retail,Atta (Wheat),Agra,2016,c=[%221%22]&s=3&t=1&y=2016
.,Retail,Atta (Wheat),Agra,2017,c=[%221%22]&s=3&t=1&y=2017
.,Retail,Atta (Wheat),Agra,2018,c=[%221%22]&s=3&t=1&y=2018
.,Retail,Atta (Wheat),Agra,2009,c=[%221%22]&s=3&t=1&y=2009
.,Retail,Atta (Wheat),Agra,2010,c=[%221%22]&s=3&t=1&y=2010
.,Retail,Atta (Wheat),Agra,2011,c=[%221%22]&s=3&t=1&y=2011
.,Retail,Atta (Wheat),Agra,2012,c=[%221%22]&s=3&t=1&y=2012
.,Retail,Atta (Wheat),Agra,2013,c=[%221%22]&s=3&t=1&y=2013
.,Retail,Atta (Wheat),Agra,2014,c=[%221%22]&s=3&t=1&y=2014
.,Retail,Atta (Wheat),Agra,2015,c=[%221%22]&s=3&t=1&y=2015
.,Retail,Atta (Wheat),Agra,2016,c=[%221%22]&s=3&t=1&y=2016
.,Retail,Atta (Wheat),Agra,2017,c=[%221%22]&s=3&t=1&y=2017
.,Retail,Atta (Wheat),Agra,2018,c=[%221%22]&s=3&t=1&y=2018
.,Retail,Atta (Wheat),Agra,2019,c=[%221%22]&s=3&t=1&y=2019
.,Retail,Atta (Wheat),Agra,2020,c=[%221%22]&s=3&t=1&y=2020
.,Retail,Atta (Wheat),Agra,2021,c=[%221%22]&s=3&t=1&y=2021
.,Retail,Atta (Wheat),Agra,2022,c=[%221%22]&s=3&t=1&y=2022
.,Retail,Atta (Wheat),Agra,2023,c=[%221%22]&s=3&t=1&y=2023
.,Retail,Atta (Wheat),Agra,2024,c=[%221%22]&s=3&t=1&y=2024
.,Retail,Atta (Wheat),Ahemednagar,2009,c=[%221%22]&s=232&t=1&y=2009
.,Retail,Atta (Wheat),Ahemednagar,2010,c=[%221%22]&s=232&t=1&y=2010
.,Retail,Atta (Wheat),Ahemednagar,2011,c=[%221%22]&s=232&t=1&y=2011
.,Retail,Atta (Wheat),Ahemednagar,2012,c=[%221%22]&s=232&t=1&y=2012
.,Retail,Atta (Wheat),Ahemednagar,2013,c=[%221%22]&s=232&t=1&y=2013
.,Retail,Atta (Wheat),Ahemednagar,2014,c=[%221%22]&s=232&t=1&y=2014
.,Retail,Atta (Wheat),Ahemednagar,2015,c=[%221%22]&s=232&t=1&y=2015
.,Retail,Atta (Wheat),Ahemednagar,2016,c=[%221%22]&s=232&t=1&y=2016
.,Retail,Atta (Wheat),Ahemednagar,2017,c=[%221%22]&s=232&t=1&y=2017
.,Retail,Atta (Wheat),Ahemednagar,2018,c=[%221%22]&s=232&t=1&y=2018
.,Retail,Atta (Wheat),Ahemednagar,2019,c=[%221%22]&s=232&t=1&y=2019
.,Retail,Atta (Wheat),Ahemednagar,2020,c=[%221%22]&s=232&t=1&y=2020
.,Retail,Atta (Wheat),Ahemednagar,2021,c=[%221%22]&s=232&t=1&y=2021
.,Retail,Atta (Wheat),Ahemednagar,2022,c=[%221%22]&s=232&t=1&y=2022
.,Retail,Atta (Wheat),Ahemednagar,2023,c=[%221%22]&s=232&t=1&y=2023
.,Retail,Atta (Wheat),Ahemednagar,2024,c=[%221%22]&s=232&t=1&y=2024
.,Retail,Atta (Wheat),Ahmedabad,2009,c=[%221%22]&s=4&t=1&y=2009
